Datetime EST HB,Datetime EST HE,Datetime GMT HB,Date GMT,HB GMT,Mango Readable,Mango Readable,Mango Readable,Mango Readable,Mango Readable,"MW
Online",Bid Amount,"Laurel Mountain
MW Out Unplanned","Laurel Mountain
MW Out Planned",Comments,"PJM Accepted Availability
mwh_available","energy_losses
(MWh)","energy_cost
$","gross_revenue
[RMCP Revenue]
$","other_charge
$",potential_revenue,revenue_capture,Latest Update,"hrly_dam_reg_mcp
[(RMCCP+RMPCP) x BF]
$","Injections
MWh","Reprocess
Data From",RMCCP,RMPCP,Benefits Factor,Hrly Perf Score
1/27/2015 2:00:00,1/27/2015 3:00:00,1/27/2015 7:00:00,1/27/2015,7,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-28.89,266.2119089,,275.42,96.66%,,10.35340728,,,4.46,2.98,1.391587,0.966561
1/27/2015 3:00:00,1/27/2015 4:00:00,1/27/2015 8:00:00,1/27/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-57.38,232.7586575,,240.49,96.79%,,11.75095176,,,7.31,0.13,1.579429,0.96785
1/27/2015 4:00:00,1/27/2015 5:00:00,1/27/2015 9:00:00,1/27/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-87.54,427.4710026,,449.72,95.05%,,21.61948152,,,6.91,3.41,2.094911,0.950534
1/27/2015 5:00:00,1/27/2015 6:00:00,1/27/2015 10:00:00,1/27/2015,10,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-29.62,327.9738643,,369.15,88.85%,,43.07114574,,,11.27,0.07,3.798161,0.888462
1/27/2015 6:00:00,1/27/2015 7:00:00,1/27/2015 11:00:00,1/27/2015,11,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-63.42,456.0889586,,539.43,84.55%,,79.3642563,,,13.33,0.62,5.689194,0.845496
1/27/2015 7:00:00,1/27/2015 8:00:00,1/27/2015 12:00:00,1/27/2015,12,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,124.3143162,,139.71,88.98%,,16.78415488,,,4.04,0.08,4.073824,0.889809
1/27/2015 8:00:00,1/27/2015 9:00:00,1/27/2015 13:00:00,1/27/2015,13,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-36.22,80.385104,,86.72,92.70%,,5.53293925,,,2.71,0,2.041675,0.92695
1/27/2015 9:00:00,1/27/2015 10:00:00,1/27/2015 14:00:00,1/27/2015,14,LMsched:32000,LMbid:26000,LMUnscheduled:0,LMPlanned:6000,LMSettled:32000,26,32,,6,Balancing,32,-1,-37.45,97.97104896,,102.72,95.38%,,8.03940327,,,3.21,0,2.504487,0.953768
1/27/2015 10:00:00,1/27/2015 11:00:00,1/27/2015 15:00:00,1/27/2015,15,LMsched:26000,LMbid:26000,LMUnscheduled:0,LMPlanned:6000,LMSettled:26000,26,26,,6,Balancing,26,-1,-40.5,36.46181682,,47.68,76.47%,,3.8470906,,,1.49,0,2.58194,0.941193
1/27/2015 11:00:00,1/27/2015 12:00:00,1/27/2015 16:00:00,1/27/2015,16,LMsched:26000,LMbid:26000,LMUnscheduled:0,LMPlanned:6000,LMSettled:26000,26,26,,6,Balancing,26,-1,-34.04,107.3167056,,138.24,77.63%,,12.14959392,,,4.32,0,2.812406,0.955455
1/27/2015 12:00:00,1/27/2015 13:00:00,1/27/2015 17:00:00,1/27/2015,17,LMsched:26000,LMbid:26000,LMUnscheduled:0,LMPlanned:6000,LMSettled:26000,26,26,,6,Balancing,26,-1,-30.95,262.0774029,,341.24,76.80%,,31.89387832,,,10.39,0.09,3.043309,0.945236
1/27/2015 13:00:00,1/27/2015 14:00:00,1/27/2015 18:00:00,1/27/2015,18,LMsched:26000,LMbid:28000,LMUnscheduled:0,LMPlanned:6000,LMSettled:26000,28,26,,6,Balancing,26,-1,-29.81,231.8369701,,293.77,78.92%,,18.13904412,,,8.94,0.12,2.002102,0.971303
1/27/2015 14:00:00,1/27/2015 15:00:00,1/27/2015 19:00:00,1/27/2015,19,LMsched:26000,LMbid:28000,LMUnscheduled:0,LMPlanned:6000,LMSettled:26000,28,26,,6,Balancing,26,-2,-59.84,320.2449345,,412.12,77.71%,,33.80055678,,,12.72,0.06,2.644801,0.956395
1/27/2015 15:00:00,1/27/2015 16:00:00,1/27/2015 20:00:00,1/27/2015,20,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-65.72,327.2718376,,344.31,95.05%,,24.80585128,,,10.55,0.09,2.331377,0.950503
1/27/2015 16:00:00,1/27/2015 17:00:00,1/27/2015 21:00:00,1/27/2015,21,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,92.78060512,,99.52,93.23%,,10.10416297,,,3.11,0,3.248927,0.932281
1/27/2015 17:00:00,1/27/2015 18:00:00,1/27/2015 22:00:00,1/27/2015,22,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-117,1851.530379,,"1,936.96",95.59%,,230.69726264,,,60.53,0,3.811288,0.955895
1/27/2015 18:00:00,1/27/2015 19:00:00,1/27/2015 23:00:00,1/27/2015,23,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,299.5903498,,319.68,93.72%,,27.87241968,,,9.99,0,2.790032,0.937157
1/27/2015 19:00:00,1/27/2015 20:00:00,1/28/2015 0:00:00,1/28/2015,0,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-41.93,33.41843456,,35.84,93.24%,,2.83589712,,,1.12,0,2.532051,0.932434
1/27/2015 20:00:00,1/27/2015 21:00:00,1/28/2015 1:00:00,1/28/2015,1,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-41,1629.654496,,"1,874.62",86.93%,,129.18062979,,,56.65,0.86,2.246229,0.869327
1/27/2015 21:00:00,1/27/2015 22:00:00,1/28/2015 2:00:00,1/28/2015,2,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-104.58,121.3585818,,128.96,94.11%,,11.33176356,,,4.03,0,2.811852,0.941056
1/27/2015 22:00:00,1/27/2015 23:00:00,1/28/2015 3:00:00,1/28/2015,3,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,697.8369966,,743.12,93.91%,,88.32968844,,,12.65,1.72,6.146812,0.939063
1/27/2015 23:00:00,1/28/2015 0:00:00,1/28/2015 4:00:00,1/28/2015,4,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-68.52,491.5288207,,508.27,96.71%,,21.81398198,,,6.76,4.86,1.877279,0.967054
1/28/2015 0:00:00,1/28/2015 1:00:00,1/28/2015 5:00:00,1/28/2015,5,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,1,36.63,586.5361561,,615.81,95.25%,,27.40734832,,,10.85,4.79,1.752388,0.952469
1/28/2015 1:00:00,1/28/2015 2:00:00,1/28/2015 6:00:00,1/28/2015,6,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-70.22,205.9451709,,223.79,92.03%,,16.54282188,,,4.22,0.85,3.262884,0.920259
1/28/2015 2:00:00,1/28/2015 3:00:00,1/28/2015 7:00:00,1/28/2015,7,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-63.56,396.5156934,,417.90,94.88%,,16.70836561,,,10.15,2.14,1.359509,0.948831
1/28/2015 3:00:00,1/28/2015 4:00:00,1/28/2015 8:00:00,1/28/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-33.12,550.2560876,,591.53,93.02%,,44.78663552,,,12.06,2.02,3.180869,0.930223
1/28/2015 4:00:00,1/28/2015 5:00:00,1/28/2015 9:00:00,1/28/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-30.11,760.4782522,,837.69,90.78%,,149.69615628,,,17.87,1.05,7.912059,0.907833
1/28/2015 5:00:00,1/28/2015 6:00:00,1/28/2015 10:00:00,1/28/2015,10,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-77.6,1126.91952,,"1,334.55",84.44%,,218.61043728,,,32.74,1.4,6.403352,0.844419
1/28/2015 6:00:00,1/28/2015 7:00:00,1/28/2015 11:00:00,1/28/2015,11,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,2093.826056,,"2,597.18",80.62%,,305.4389932,,,77.34,0.98,3.899885,0.806192
1/28/2015 7:00:00,1/28/2015 8:00:00,1/28/2015 12:00:00,1/28/2015,12,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-236.22,2156.320337,,"3,107.90",69.38%,,279.07945679,,,94.22,0.99,2.931199,0.693819
1/28/2015 8:00:00,1/28/2015 9:00:00,1/28/2015 13:00:00,1/28/2015,13,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,740.3837459,,940.00,78.76%,,72.77867811,,,19.94,2.97,3.176721,0.787646
1/28/2015 9:00:00,1/28/2015 10:00:00,1/28/2015 14:00:00,1/28/2015,14,LMsched:32000,LMbid:26000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,26,32,,,,32,0,0,178.7191262,,213.13,83.85%,,14.57838085,,,6.46,0.09,2.225707,0.838545
1/28/2015 10:00:00,1/28/2015 11:00:00,1/28/2015 15:00:00,1/28/2015,15,LMsched:28000,LMbid:28000,LMUnscheduled:0,LMPlanned:4000,LMSettled:28000,28,28,,4,Balancing,28,-2,-61.5,248.7783819,,379.26,65.60%,,17.729075,,,3.2,3.05,2.836652,0.807338
1/28/2015 11:00:00,1/28/2015 12:00:00,1/28/2015 16:00:00,1/28/2015,16,LMsched:28000,LMbid:28000,LMUnscheduled:0,LMPlanned:4000,LMSettled:28000,28,28,,4,Balancing,28,-2,-61,468.9197734,,601.82,77.92%,,31.76313372,,,10.8,3.64,2.199663,0.958983
1/28/2015 12:00:00,1/28/2015 13:00:00,1/28/2015 17:00:00,1/28/2015,17,LMsched:28000,LMbid:28000,LMUnscheduled:0,LMPlanned:4000,LMSettled:28000,28,28,,4,Balancing,28,0,0,371.9567559,,481.43,77.26%,,23.04795525,,,6.41,3.84,2.248581,0.950911
1/28/2015 13:00:00,1/28/2015 14:00:00,1/28/2015 18:00:00,1/28/2015,18,LMsched:28000,LMbid:28000,LMUnscheduled:0,LMPlanned:4000,LMSettled:28000,28,28,,4,Balancing,28,-1,-28.36,340.2663738,,443.87,76.66%,,24.58498848,,,9.54,2.04,2.123056,0.943489
1/28/2015 14:00:00,1/28/2015 15:00:00,1/28/2015 19:00:00,1/28/2015,19,LMsched:28000,LMbid:28000,LMUnscheduled:0,LMPlanned:4000,LMSettled:28000,28,28,,4,Balancing,28,0,0,275.5251332,,361.83,76.15%,,31.50359654,,,11.11,0.07,2.817853,0.937197
1/28/2015 15:00:00,1/28/2015 16:00:00,1/28/2015 20:00:00,1/28/2015,20,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-27.79,410.0889158,,427.81,95.86%,,26.1300321,,,5.53,2.37,3.307599,0.958581
1/28/2015 16:00:00,1/28/2015 17:00:00,1/28/2015 21:00:00,1/28/2015,21,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-88.26,394.5442156,,428.45,92.09%,,20.3708484,,,4.83,3.5,2.44548,0.920856
1/28/2015 17:00:00,1/28/2015 18:00:00,1/28/2015 22:00:00,1/28/2015,22,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-53.24,1085.325457,,"1,229.72",88.26%,,97.97256532,,,37.18,0.48,2.601502,0.88258
1/28/2015 18:00:00,1/28/2015 19:00:00,1/28/2015 23:00:00,1/28/2015,23,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-42.15,706.3245873,,934.54,75.58%,,234.60179377,,,27.24,0.23,8.540291,0.755802
1/28/2015 19:00:00,1/28/2015 20:00:00,1/29/2015 0:00:00,1/29/2015,0,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-32.82,317.7576066,,341.46,93.06%,,23.82541415,,,7.39,1.18,2.780095,0.930595
1/28/2015 20:00:00,1/28/2015 21:00:00,1/29/2015 1:00:00,1/29/2015,1,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,176.7194352,,184.53,95.77%,,12.9642075,,,5.56,0.09,2.29455,0.957682
1/28/2015 21:00:00,1/28/2015 22:00:00,1/29/2015 2:00:00,1/29/2015,2,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-103.26,626.4204573,,704.88,88.87%,,49.75464237,,,12.07,3.02,3.297193,0.88869
1/28/2015 22:00:00,1/28/2015 23:00:00,1/29/2015 3:00:00,1/29/2015,3,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,721.7258011,,764.62,94.39%,,44.14309968,,,16.23,3.41,2.247612,0.943902
1/28/2015 23:00:00,1/29/2015 0:00:00,1/29/2015 4:00:00,1/29/2015,4,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,406.3081675,,458.30,88.66%,,43.268955,,,9.7,1.16,3.98425,0.886564
1/29/2015 0:00:00,1/29/2015 1:00:00,1/29/2015 5:00:00,1/29/2015,5,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-58.2,516.5918026,,535.26,96.51%,,23.21446248,,,6.93,5.06,1.936152,0.96512
1/29/2015 1:00:00,1/29/2015 2:00:00,1/29/2015 6:00:00,1/29/2015,6,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,429.8293116,,449.57,95.61%,,21.81884133,,,8.21,3,1.946373,0.956086
1/29/2015 2:00:00,1/29/2015 3:00:00,1/29/2015 7:00:00,1/29/2015,7,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-28.66,518.8505385,,533.63,97.23%,,23.7020436,,,10.5,3.7,1.669158,0.972307
1/29/2015 3:00:00,1/29/2015 4:00:00,1/29/2015 8:00:00,1/29/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-29.73,532.6670769,,553.02,96.32%,,23.5159764,,,9.76,4.59,1.638744,0.963199
1/29/2015 4:00:00,1/29/2015 5:00:00,1/29/2015 9:00:00,1/29/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-90.99,568.4457873,,606.69,93.70%,,26.38337352,,,13.63,3.45,1.544694,0.936956
1/29/2015 5:00:00,1/29/2015 6:00:00,1/29/2015 10:00:00,1/29/2015,10,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-30.59,771.4006376,,800.10,96.41%,,39.31850338,,,17.65,4.06,1.811078,0.964136
1/29/2015 6:00:00,1/29/2015 7:00:00,1/29/2015 11:00:00,1/29/2015,11,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-42.38,3204.827925,,"3,411.51",93.94%,,174.0174128,,,106.07,0.33,1.635502,0.939416
1/29/2015 7:00:00,1/29/2015 8:00:00,1/29/2015 12:00:00,1/29/2015,12,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-73.3,2159.282293,,"2,812.99",76.76%,,301.79817627,,,74.02,3.57,3.889653,0.76761
1/29/2015 8:00:00,1/29/2015 9:00:00,1/29/2015 13:00:00,1/29/2015,13,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,548.8603579,,572.69,95.84%,,21.78290325,,,14.79,2.46,1.262777,0.958397
1/29/2015 9:00:00,1/29/2015 10:00:00,1/29/2015 14:00:00,1/29/2015,14,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,405.5993363,,421.24,96.29%,,27.63782208,,,12.78,0.18,2.132548,0.962862
1/29/2015 10:00:00,1/29/2015 11:00:00,1/29/2015 15:00:00,1/29/2015,15,LMsched:32000,LMbid:28000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,28,32,,,,32,0,0,333.9547903,,353.64,94.43%,,21.890158,,,9.44,0.75,2.1482,0.944344
1/29/2015 11:00:00,1/29/2015 12:00:00,1/29/2015 16:00:00,1/29/2015,16,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-59.74,1036.981305,,"1,307.64",79.30%,,81.27095256,,,38.06,1.36,2.061668,0.906303
1/29/2015 12:00:00,1/29/2015 13:00:00,1/29/2015 17:00:00,1/29/2015,17,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-28.59,334.7016875,,393.23,85.12%,,34.420704,,,10.96,0.44,3.01936,0.972748
1/29/2015 13:00:00,1/29/2015 14:00:00,1/29/2015 18:00:00,1/29/2015,18,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-58.94,373.6477275,,448.42,83.33%,,36.9547366,,,13.8,0.08,2.662445,0.952299
1/29/2015 14:00:00,1/29/2015 15:00:00,1/29/2015 19:00:00,1/29/2015,19,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-28.31,566.8996741,,683.31,82.96%,,48.53303455,,,11.41,2.94,3.382093,0.948161
1/29/2015 15:00:00,1/29/2015 16:00:00,1/29/2015 20:00:00,1/29/2015,20,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-28.48,610.2371458,,733.61,83.18%,,39.01699595,,,13.02,4.43,2.235931,0.950666
1/29/2015 16:00:00,1/29/2015 17:00:00,1/29/2015 21:00:00,1/29/2015,21,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-62.12,497.5704688,,515.46,96.53%,,25.7156541,,,7.76,3.73,2.23809,0.965297
1/29/2015 17:00:00,1/29/2015 18:00:00,1/29/2015 22:00:00,1/29/2015,22,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1332.101632,,"1,405.54",94.78%,,139.86774258,,,40.7,0.96,3.357363,0.947752
1/29/2015 18:00:00,1/29/2015 19:00:00,1/29/2015 23:00:00,1/29/2015,23,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-31.46,339.1114909,,362.39,93.58%,,49.78089292,,,8.51,0.51,5.518946,0.935766
1/29/2015 19:00:00,1/29/2015 20:00:00,1/30/2015 0:00:00,1/30/2015,0,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-61.26,252.1788009,,262.21,96.17%,,16.1536284,,,6.53,0.75,2.218905,0.96173
1/29/2015 20:00:00,1/29/2015 21:00:00,1/30/2015 1:00:00,1/30/2015,1,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-28.8,392.0656474,,411.60,95.25%,,51.4598667,,,12.66,0.05,4.04877,0.952545
1/29/2015 21:00:00,1/29/2015 22:00:00,1/30/2015 2:00:00,1/30/2015,2,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-26.96,841.5472587,,869.46,96.79%,,54.90298576,,,16.81,3.91,2.649758,0.967899
1/29/2015 22:00:00,1/29/2015 23:00:00,1/30/2015 3:00:00,1/30/2015,3,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-50.66,809.3904535,,835.59,96.86%,,46.12395977,,,13.15,5.14,2.521813,0.968648
1/29/2015 23:00:00,1/30/2015 0:00:00,1/30/2015 4:00:00,1/30/2015,4,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1096.7351,,"1,162.04",94.38%,,55.949932,,,21.13,7.87,1.929308,0.943804
1/30/2015 0:00:00,1/30/2015 1:00:00,1/30/2015 5:00:00,1/30/2015,5,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-86.91,884.6042036,,926.38,95.49%,,47.58457846,,,15.05,6.21,2.238221,0.954905
1/30/2015 1:00:00,1/30/2015 2:00:00,1/30/2015 6:00:00,1/30/2015,6,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,1,24.4,583.334934,,607.84,95.97%,,29.40674369,,,12.58,3.51,1.827641,0.959684
1/30/2015 2:00:00,1/30/2015 3:00:00,1/30/2015 7:00:00,1/30/2015,7,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-74.34,347.8894473,,395.33,88.00%,,25.13100885,,,6.11,2.02,3.091145,0.879994
1/30/2015 3:00:00,1/30/2015 4:00:00,1/30/2015 8:00:00,1/30/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-47.8,520.1323065,,648.87,80.16%,,41.07329996,,,10.34,3.3,3.011239,0.801601
1/30/2015 4:00:00,1/30/2015 5:00:00,1/30/2015 9:00:00,1/30/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,689.8498451,,736.23,93.70%,,39.45023026,,,12.02,4.64,2.367961,0.936997
1/30/2015 5:00:00,1/30/2015 6:00:00,1/30/2015 10:00:00,1/30/2015,10,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-51.9,484.7507172,,693.48,69.90%,,53.11423686,,,6.77,2.64,5.644446,0.699009
1/30/2015 6:00:00,1/30/2015 7:00:00,1/30/2015 11:00:00,1/30/2015,11,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,684.9925604,,716.65,95.58%,,39.94643658,,,12.91,4.02,2.359506,0.95583
1/30/2015 7:00:00,1/30/2015 8:00:00,1/30/2015 12:00:00,1/30/2015,12,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,525.275281,,639.45,82.15%,,71.04968364,,,17.25,0.69,3.960406,0.821454
1/30/2015 8:00:00,1/30/2015 9:00:00,1/30/2015 13:00:00,1/30/2015,13,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-99.09,227.6646029,,267.52,85.10%,,25.6024164,,,8.36,0,3.06249,0.851019
1/30/2015 9:00:00,1/30/2015 10:00:00,1/30/2015 14:00:00,1/30/2015,14,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,293.6612365,,334.72,87.73%,,35.47212982,,,10.46,0,3.391217,0.877334
1/30/2015 10:00:00,1/30/2015 11:00:00,1/30/2015 15:00:00,1/30/2015,15,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-46.4,1688.199278,,"1,905.28",88.61%,,164.06551836,,,49.56,3.21,3.109068,0.886062
1/30/2015 11:00:00,1/30/2015 12:00:00,1/30/2015 16:00:00,1/30/2015,16,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1174.362656,,"1,647.93",71.26%,,139.76195556,,,41.34,3.24,3.135082,0.712631
1/30/2015 12:00:00,1/30/2015 13:00:00,1/30/2015 17:00:00,1/30/2015,17,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-75.72,797.7765518,,846.95,94.19%,,57.00584461,,,19.15,2.82,2.594713,0.941944
1/30/2015 13:00:00,1/30/2015 14:00:00,1/30/2015 18:00:00,1/30/2015,18,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-36.77,2388.617526,,"2,482.77",96.21%,,182.56823476,,,69.53,3.21,2.509874,0.962076
1/30/2015 14:00:00,1/30/2015 15:00:00,1/30/2015 19:00:00,1/30/2015,19,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-32.71,608.239521,,661.15,92.00%,,45.9159135,,,12.87,2.63,2.962317,0.919974
1/30/2015 15:00:00,1/30/2015 16:00:00,1/30/2015 20:00:00,1/30/2015,20,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,3,91.92,349.1147398,,479.29,72.84%,,54.90954193,,,14.83,0.04,3.692639,0.728405
1/30/2015 16:00:00,1/30/2015 17:00:00,1/30/2015 21:00:00,1/30/2015,21,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-109.32,853.2582788,,881.73,96.77%,,47.71465055,,,23.24,2.31,1.867501,0.967714
1/30/2015 17:00:00,1/30/2015 18:00:00,1/30/2015 22:00:00,1/30/2015,22,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-123.34,733.7854588,,"1,006.50",72.90%,,59.55309048,,,28.22,1.62,1.995747,0.729047
1/30/2015 18:00:00,1/30/2015 19:00:00,1/30/2015 23:00:00,1/30/2015,23,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1140.776753,,"1,246.83",91.49%,,111.52669045,,,35.46,1.15,3.046345,0.914945
