,Datetime EST HE,Datetime GMT HB,Date GMT,HB GMT,Mango Readable,20,"Bid Amount
","TAIT
MW Out Unplanned",Mango Readable,Mango Readable,Mango Readable,Mango Readable,"TAIT
MW Out Planned",Comments,"PJM Accepted Availability
mwh_available","energy_losses
(MWh)","energy_cost
$","gross_revenue
[RMCP Revenue]
$","other_charge
$",potential_revenue,revenue_capture,Latest Update,"
hrly_dam_reg_mcp
[(RMCCP+RMPCP) x BF]
$","
Injections
MWh","Reprocess
Data From",RMCCP,RMPCP,Benefits Factor,Hrly Perf Score
4/9/2014 14:00:00,4/9/2014 15:00:00,4/9/2014 19:00:00,4/9/2014,19,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-35.96,498.8618069,,591.260564,0.843725824575711,,68.04648784,,,24.94,2.6,2.708857,0.917512
4/9/2014 15:00:00,4/9/2014 16:00:00,4/9/2014 20:00:00,4/9/2014,20,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,687.7809864,,733.4161668,0.93777723690069,,77.77287606,,,25.63,4.43,2.648038,0.968903
4/9/2014 16:00:00,4/9/2014 17:00:00,4/9/2014 21:00:00,4/9/2014,21,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-31.39,647.1101181,,683.2582898,0.947094426456822,,79.30915992,,,26.57,3.09,2.761461,0.970245
4/9/2014 17:00:00,4/9/2014 18:00:00,4/9/2014 22:00:00,4/9/2014,22,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-32.97,604.0355876,,628.2328816,0.961483560143535,,81.41455075,,,29.75,1.68,2.881931,0.919047
4/9/2014 18:00:00,4/9/2014 19:00:00,4/9/2014 23:00:00,4/9/2014,23,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-31.3,712.7745875,,704.9943878,1.0110358321068,,95.89565964,,,34.53,1.81,3.038519,0.937165
4/9/2014 19:00:00,4/9/2014 20:00:00,4/10/2014 0:00:00,4/10/2014,0,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-33.29,1066.465762,,1155.399138,0.923028005582604,,109.6205502,,,34.42,9.29,2.50161,0.973462
4/9/2014 20:00:00,4/9/2014 21:00:00,4/10/2014 1:00:00,4/10/2014,1,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,388.8535044,,781.180732,0.497776620020372,,77.21887286,,,16.56,2.2,2.108653,0.96542
4/9/2014 21:00:00,4/9/2014 22:00:00,4/10/2014 2:00:00,4/10/2014,2,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-69.46,1354.012633,,1072.980864,1.26191685092345,,99.12889728,,,36.53,9.9,3.746368,0.968008
4/9/2014 22:00:00,4/9/2014 23:00:00,4/10/2014 3:00:00,4/10/2014,3,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-30.35,681.161752,,1067.58862,0.638037666606075,,97.3082172,,,20.88,7.65,2.20254,0.950203
4/9/2014 23:00:00,4/10/2014 0:00:00,4/10/2014 4:00:00,4/10/2014,4,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-26.89,1005.823544,,944.40733,1.06503148805505,,86.3171225,,,28.33,9.17,2.87245,0.968314
4/10/2014 0:00:00,4/10/2014 1:00:00,4/10/2014 5:00:00,4/10/2014,5,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-26.37,1042.437441,,907.073423,1.14923159974449,,67.00093578,,,39.77,9.65,1.764111,0.966043
4/10/2014 1:00:00,4/10/2014 2:00:00,4/10/2014 6:00:00,4/10/2014,6,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-29.17,308.9608774,,886.6294292,0.348466751976385,,104.23714177,,,12.21,1.82,2.506303,0.969569
4/10/2014 2:00:00,4/10/2014 3:00:00,4/10/2014 7:00:00,4/10/2014,7,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-57.36,99.25923312,,323.608112,0.306726653131612,,26.3107984,,,1.48,2.17,1.82968,0.958492
4/10/2014 3:00:00,4/10/2014 4:00:00,4/10/2014 8:00:00,4/10/2014,8,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,141.3929037,,122.061929,1.15837022123417,,7.30630537,,,3.89,2.55,1.812979,0.874151
4/10/2014 4:00:00,4/10/2014 5:00:00,4/10/2014 9:00:00,4/10/2014,9,TAITsched:18000,18,18,0,TAITbid:18000,TAITUnscheduled:0,TAITPlanned:2000,TAITSettled:18000,2,M05E20,18,0.0000,0,138.177836,,183.127108,0.754546050058302,,13.52126315,,,4.15,2.44,2.051785,0.794259
4/10/2014 5:00:00,4/10/2014 6:00:00,4/10/2014 10:00:00,4/10/2014,10,TAITsched:18000,18,18,0,TAITbid:18000,TAITUnscheduled:0,TAITPlanned:2000,TAITSettled:18000,2,M05E20,18,-1.0000,-30.89,860.2491437,,1064.709584,0.807965999956661,,141.38368848,,,26.08,6.2,4.379916,0.89774
4/10/2014 6:00:00,4/10/2014 7:00:00,4/10/2014 11:00:00,4/10/2014,11,TAITsched:18000,18,18,0,TAITbid:18000,TAITUnscheduled:0,TAITPlanned:2000,TAITSettled:18000,2,M05E20,18,-1.0000,-56.72,914.2488644,,1069.79916,0.854598599983945,,148.09388664,,,46.68,2.25,3.026648,0.949554
4/10/2014 7:00:00,4/10/2014 8:00:00,4/10/2014 12:00:00,4/10/2014,12,TAITsched:18000,18,18,0,TAITbid:18000,TAITUnscheduled:0,TAITPlanned:2000,TAITSettled:18000,2,M05E20,18,0.0000,0,487.5679678,,559.6036146,0.871273800024522,,65.85059194,,,22.09,2.17,2.714369,0.968082
4/10/2014 8:00:00,4/10/2014 9:00:00,4/10/2014 13:00:00,4/10/2014,13,TAITsched:18000,18,18,0,TAITbid:18000,TAITUnscheduled:0,TAITPlanned:2000,TAITSettled:18000,2,M05E20,18,-1.0000,-36.77,237.331262,,274.213657,0.865497599924427,,23.36175425,,,7.16,2.79,2.347915,0.961664
4/10/2014 9:00:00,4/10/2014 10:00:00,4/10/2014 14:00:00,4/10/2014,14,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,332.1423896,,364.2674852,0.911809049928346,,34.52731986,,,12.8,2.38,2.274527,0.959799
4/10/2014 10:00:00,4/10/2014 11:00:00,4/10/2014 15:00:00,4/10/2014,15,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-73,871.1689131,,942.989849,0.923836999967536,,125.17785715,,,38.74,2.79,3.014155,0.97246
4/10/2014 11:00:00,4/10/2014 12:00:00,4/10/2014 16:00:00,4/10/2014,16,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,635.4071458,,684.6100348,0.928130049957018,,81.08678149,,,29.75,1.74,2.575001,0.976979
4/10/2014 12:00:00,4/10/2014 13:00:00,4/10/2014 17:00:00,4/10/2014,17,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,676.3014225,,741.0406208,0.912637449982013,,80.53035712,,,32.16,2.08,2.351938,0.960671
4/10/2014 13:00:00,4/10/2014 14:00:00,4/10/2014 18:00:00,4/10/2014,18,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-71.02,757.5237119,,826.104648,0.9169827499869,,100.9066939,,,30.1,3.76,2.980115,0.965245
4/10/2014 14:00:00,4/10/2014 15:00:00,4/10/2014 19:00:00,4/10/2014,19,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,1045.023821,,1136.2099536,0.919745349606309,,105.86500848,,,32.85,9.61,2.493288,0.968153
4/10/2014 15:00:00,4/10/2014 16:00:00,4/10/2014 20:00:00,4/10/2014,20,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-33.71,0,,670.2078356,0,,83.9354137,,,28.56,1.79,2.765582,0.968153
4/10/2014 16:00:00,4/10/2014 17:00:00,4/10/2014 21:00:00,4/10/2014,21,TAITsched:0,0,0,0,TAITbid:0,TAITUnscheduled:0,TAITPlanned:20000,TAITSettled:19000,20,M05E20/ Maintenance,19,-1.0000,-33.89,693.5665086,,772.547776,0.897765199960915,,94.6170113,,,26.75,3.84,3.09307,0.945016
4/10/2014 17:00:00,4/10/2014 18:00:00,4/10/2014 22:00:00,4/10/2014,22,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-3.0000,-103.86,677.7534028,,728.6758194,0.930116500034364,,88.67228464,,,28.81,2.71,2.813207,0.97907
4/10/2014 18:00:00,4/10/2014 19:00:00,4/10/2014 23:00:00,4/10/2014,23,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,1120.424636,,1224.7937844,0.914786350380502,,156.27826096,,,35.02,7.06,3.713837,0.962933
4/10/2014 19:00:00,4/10/2014 20:00:00,4/11/2014 0:00:00,4/11/2014,0,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-37.2,785.8289158,,854.6702544,0.919452750057005,,90.85046496,,,23.44,6.32,3.052771,0.967845
4/10/2014 20:00:00,4/10/2014 21:00:00,4/11/2014 1:00:00,4/11/2014,1,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-101.48,1022.672538,,1111.8061484,0.919829899728229,,122.66927428,,,39.33,6.01,2.705542,0.968242
4/10/2014 21:00:00,4/10/2014 22:00:00,4/11/2014 2:00:00,4/11/2014,2,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,1456.704303,,1611.921905,0.903706499974637,,177.77726505,,,52.52,9.85,2.850365,0.95127
4/10/2014 22:00:00,4/10/2014 23:00:00,4/11/2014 3:00:00,4/11/2014,3,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-57.84,1021.491615,,1131.0370804,0.903145999986792,,132.94897694,,,28.52,7.62,3.678721,0.95068
4/10/2014 23:00:00,4/11/2014 0:00:00,4/11/2014 4:00:00,4/11/2014,4,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,851.3603505,,941.1995408,0.904548200030316,,91.83266836,,,27.79,7.38,2.611108,0.952156
4/11/2014 0:00:00,4/11/2014 1:00:00,4/11/2014 5:00:00,4/11/2014,5,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-23.82,103.4014168,,115.86514,0.892429049841911,,9.86594065,,,4.67,0.6,1.872095,0.939399
4/11/2014 1:00:00,4/11/2014 2:00:00,4/11/2014 6:00:00,4/11/2014,6,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,57.49601239,,62.0287978,0.926924500058584,,4.44424877,,,1.68,0.79,1.799291,0.97571
4/11/2014 2:00:00,4/11/2014 3:00:00,4/11/2014 7:00:00,4/11/2014,7,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-25.29,281.1851845,,304.0062168,0.924932349936076,,23.11990143,,,11.79,2.04,1.671721,0.973613
4/11/2014 3:00:00,4/11/2014 4:00:00,4/11/2014 8:00:00,4/11/2014,8,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-50.56,54.45362167,,60.342076,0.902415450041858,,4.30718715,,,1.67,0.76,1.772505,0.949911
4/11/2014 4:00:00,4/11/2014 5:00:00,4/11/2014 9:00:00,4/11/2014,9,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-52.9,391.0905366,,461.5461576,0.847348699929898,,41.11185078,,,18.45,2.34,1.977482,0.891946
4/11/2014 5:00:00,4/11/2014 6:00:00,4/11/2014 10:00:00,4/11/2014,10,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,288.1647336,,347.2183032,0.829923799938666,,31.25242164,,,12.92,2.14,2.075194,0.873604
4/11/2014 6:00:00,4/11/2014 7:00:00,4/11/2014 11:00:00,4/11/2014,11,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,1193.509094,,1289.9624226,0.925227799732652,,106.84557207,,,41.98,11.21,2.008753,0.973924
4/11/2014 7:00:00,4/11/2014 8:00:00,4/11/2014 12:00:00,4/11/2014,12,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,371.9890352,,405.2959968,0.917820649937394,,38.41497088,,,13.87,2.77,2.308592,0.966127
4/11/2014 8:00:00,4/11/2014 9:00:00,4/11/2014 13:00:00,4/11/2014,13,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-36.89,310.2251058,,340.83901,0.910180750143594,,30.73421075,,,12.15,2.3,2.126935,0.958085
4/11/2014 9:00:00,4/11/2014 10:00:00,4/11/2014 14:00:00,4/11/2014,14,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-36.18,668.4277981,,725.99499,0.920705800049667,,54.785379,,,28.13,4.93,1.65715,0.969164
4/11/2014 10:00:00,4/11/2014 11:00:00,4/11/2014 15:00:00,4/11/2014,15,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,242.6235878,,265.92688,0.912369549855208,,23.52888716,,,9.03,2,2.133172,0.960389
4/11/2014 11:00:00,4/11/2014 12:00:00,4/11/2014 16:00:00,4/11/2014,16,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:0,1,M05E20,0,-2.0000,-77.68,775.3241216,,844.469357,0.918119899997745,,91.4692228,,,33.27,3.61,2.480185,0.966442
4/11/2014 12:00:00,4/11/2014 13:00:00,4/11/2014 17:00:00,4/11/2014,17,TAITsched:0,19,0,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:0,1,M05E20,0,0.0000,0,820.1073022,,887.934102,0.923612800040875,,77.7026658,,,30.78,6.54,2.082065,0.972224
4/11/2014 13:00:00,4/11/2014 14:00:00,4/11/2014 18:00:00,4/11/2014,18,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-69.54,556.9453142,,598.934066,0.929894200073769,,56.2101036,,,20.38,4.18,2.288685,0.978836
4/11/2014 14:00:00,4/11/2014 15:00:00,4/11/2014 19:00:00,4/11/2014,19,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-36.11,892.7065215,,964.0052148,0.926039099990976,,101.82368514,,,35.4,5.09,2.514786,0.974778
4/11/2014 15:00:00,4/11/2014 16:00:00,4/11/2014 20:00:00,4/11/2014,20,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-37.52,616.2963845,,666.6184082,0.92451150001111,,76.98668743,,,27.98,2.09,2.560249,0.97317
4/11/2014 16:00:00,4/11/2014 17:00:00,4/11/2014 21:00:00,4/11/2014,21,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,700.6044949,,756.2112816,0.926466599939707,,102.60933306,,,29.34,2.64,3.208547,0.975228
4/11/2014 17:00:00,4/11/2014 18:00:00,4/11/2014 22:00:00,4/11/2014,22,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-3.0000,-102.6,393.3837161,,430.9135736,0.912906300011711,,50.05458892,,,12.92,2.69,3.206572,0.960954
4/11/2014 18:00:00,4/11/2014 19:00:00,4/11/2014 23:00:00,4/11/2014,23,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,706.6260039,,791.684464,0.892560149948831,,171.76743485,,,27.51,2.08,5.804915,0.939537
4/11/2014 19:00:00,4/11/2014 20:00:00,4/12/2014 0:00:00,4/12/2014,0,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-62.72,647.8345952,,770.0720608,0.841264899971813,,119.4422312,,,20.94,3.61,4.865264,0.885542
4/11/2014 20:00:00,4/11/2014 21:00:00,4/12/2014 1:00:00,4/12/2014,1,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,586.1959563,,649.2560184,0.902873349937668,,41.00423967,,,3.75,8.76,3.277717,0.950393
4/11/2014 21:00:00,4/11/2014 22:00:00,4/12/2014 2:00:00,4/12/2014,2,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,741.677322,,813.38502,0.911840400011301,,133.18366545,,,30.07,2.6,4.076635,0.959832
4/11/2014 22:00:00,4/11/2014 23:00:00,4/12/2014 3:00:00,4/12/2014,3,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-3.0000,-84.36,949.1939901,,1034.873326,0.917207899993743,,134.2571277,,,30.82,5.69,3.67727,0.965482
4/11/2014 23:00:00,4/12/2014 0:00:00,4/12/2014 4:00:00,4/12/2014,4,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-23.77,1279.585294,,1396.4702746,0.916299700232803,,286.12712919,,,44.62,4.31,5.847683,0.964526
4/12/2014 0:00:00,4/12/2014 1:00:00,4/12/2014 5:00:00,4/12/2014,5,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,1.0000,26.81,436.3451388,,496.076917,0.879591700091137,,90.22487733,,,13.16,1.95,5.971203,0.925886
4/12/2014 1:00:00,4/12/2014 2:00:00,4/12/2014 6:00:00,4/12/2014,6,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-25.31,512.9601235,,583.366312,0.879310500020783,,89.82496946,,,15.18,2.8,4.995827,0.92559
4/12/2014 2:00:00,4/12/2014 3:00:00,4/12/2014 7:00:00,4/12/2014,7,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,471.8309047,,509.1494736,0.926704100004003,,43.13135838,,,14.1,5.04,2.253467,0.975478
4/12/2014 3:00:00,4/12/2014 4:00:00,4/12/2014 8:00:00,4/12/2014,8,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-3.0000,-81.51,283.7511288,,310.2618904,0.914553599973811,,38.8750817,,,7.14,1.96,4.271987,0.962688
4/12/2014 4:00:00,4/12/2014 5:00:00,4/12/2014 9:00:00,4/12/2014,9,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-27.25,223.7013226,,252.633434,0.885477899967904,,24.0210016,,,7.17,2.11,2.58847,0.932082
4/12/2014 5:00:00,4/12/2014 6:00:00,4/12/2014 10:00:00,4/12/2014,10,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,1.0000,27.53,708.0290319,,843.8131184,0.839082750031822,,84.17242904,,,21.64,6.99,2.940008,0.883245
4/12/2014 6:00:00,4/12/2014 7:00:00,4/12/2014 11:00:00,4/12/2014,11,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-29.89,611.9105496,,878.0679016,0.69688295003722,,92.02736214,,,22.49,6.82,3.139794,0.733561
4/12/2014 7:00:00,4/12/2014 8:00:00,4/12/2014 12:00:00,4/12/2014,12,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-31.12,969.0187622,,1046.104362,0.926311749955211,,87.20280135,,,36.15,8.22,1.965355,0.975065
4/12/2014 8:00:00,4/12/2014 9:00:00,4/12/2014 13:00:00,4/12/2014,13,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-33.13,907.6903989,,977.6973942,0.928396050030098,,99.85285504,,,33.61,6.07,2.516453,0.977259
4/12/2014 9:00:00,4/12/2014 10:00:00,4/12/2014 14:00:00,4/12/2014,14,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,957.9778257,,1041.4340832,0.919864100046001,,125.01256584,,,40.47,4.14,2.802344,0.968278
4/12/2014 10:00:00,4/12/2014 11:00:00,4/12/2014 15:00:00,4/12/2014,15,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-44.76,894.5512157,,970.1964112,0.922031049974265,,121.02275644,,,42.68,2.16,2.698991,0.970559
4/12/2014 11:00:00,4/12/2014 12:00:00,4/12/2014 16:00:00,4/12/2014,16,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-189.18,3168.574733,,3457.2335056,0.916505850087235,,409.47871727,,,156.59,6.48,2.511061,0.964743
4/12/2014 12:00:00,4/12/2014 13:00:00,4/12/2014 17:00:00,4/12/2014,17,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,730.8521029,,786.692098,0.929019250044634,,94.957703,,,30.18,3.22,2.843045,0.977915
4/12/2014 13:00:00,4/12/2014 14:00:00,4/12/2014 18:00:00,4/12/2014,18,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,0.0000,0,457.2176046,,494.7863888,0.924070699901193,,56.11527118,,,20.37,1.72,2.540302,0.972706
4/12/2014 14:00:00,4/12/2014 15:00:00,4/12/2014 19:00:00,4/12/2014,19,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-2.0000,-62.8,476.1135197,,513.606014,0.927001449986916,,55.96088848,,,18.58,2.7,2.629741,0.975791
4/12/2014 15:00:00,4/12/2014 16:00:00,4/12/2014 20:00:00,4/12/2014,20,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-36.78,826.356649,,892.1858696,0.926215800044543,,88.53759712,,,28.34,6.38,2.550046,0.974964
4/12/2014 16:00:00,4/12/2014 17:00:00,4/12/2014 21:00:00,4/12/2014,21,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-34.68,634.3617795,,680.290395,0.932486750015043,,70.76554147,,,20.92,4.75,2.756741,0.981565
4/12/2014 17:00:00,4/12/2014 18:00:00,4/12/2014 22:00:00,4/12/2014,22,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-3.0000,-110.97,824.5355041,,906.0373212,0.910045849996494,,123.40095108,,,31.02,4.06,3.517701,0.957943
4/12/2014 18:00:00,4/12/2014 19:00:00,4/12/2014 23:00:00,4/12/2014,23,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-34.26,611.5242604,,717.8844396,0.851842200035338,,136.06774242,,,20.58,2.61,5.867518,0.896676
4/12/2014 19:00:00,4/12/2014 20:00:00,4/13/2014 0:00:00,4/13/2014,0,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-32.38,266.6252777,,331.1495528,0.805150650047926,,69.4156232,,,15.07,0.33,4.507508,0.847527
4/12/2014 20:00:00,4/12/2014 21:00:00,4/13/2014 1:00:00,4/13/2014,1,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,1.0000,39.41,539.6022286,,664.5120956,0.812027699981568,,58.84342932,,,22.91,4.87,2.118194,0.854766
4/12/2014 21:00:00,4/12/2014 22:00:00,4/13/2014 2:00:00,4/13/2014,2,TAITsched:19000,19,19,0,TAITbid:19000,TAITUnscheduled:0,TAITPlanned:1000,TAITSettled:19000,1,M05E20,19,-1.0000,-36.71,520.2432665,,630.3170448,0.825367599991007,,79.12020555,,,25.29,2.16,2.882339,0.868808
